,time,location,operator,route,aircraft_type,aboard,fatalities,description,month,year,day,latitude,longitude
2441,06:52Z,"Off Nantucket Island, Massachusetts",EgyptAir,New York City - Cairo,Boeing B-767-366ER,217   (passengers:202  crew:15),217   (passengers:202  crew:15),"The plane took off from JFK at 1:19 a.m. bound for Cairo, Egypt. Thirty-three minutes later, after attaining an altitude of 33,000 feet, it was observed on radar in an extremely rapid descent. The aircraft was observed in a 66 degree dive at 483 knots. The descent continued to 16,700 feet after which the aircraft climbed to 24,000 ft.   After that, the plane began a second dive and broke up at around 10,000 ft. crashing into the Atlantic Ocean, 60 miles southeast of Nantucket Island.  The aircraft was named Thutmosis III. The accident was caused by the relief first officer's flight control inputs which caused the airplane's departure from normal cruise flight and subsequent impact with the Atlantic Ocean. The reason for the first officer's actions were not determined by the NTSB. One could conclude the actions were deliberate in an attempt to commit suicide.",October,1999,31,41.2851566,-70.0984222
1398,14:24,"Orofino, Idaho",Green Acres - Air Taxi,"Butte, MT - Kooskia, ID",Bellanca 17-30,3   (passengers:2  crew:1),3   (passengers:2  crew:1),"Struck trees in mountainous area in rain and low visibility at 5,700 ft. north of proposed route.  Continued VFR flight into adverse weather.",January,1976,15,46.4811378,-116.2557789
982,c 12:20,"Near Aden, Yemen",Aden Airways,"Mukalla to
Mayfa'ah - Arden, Yemen",Douglas DC-3,30   (passengers:27  crew:3),30   (passengers:27  crew:3),The aircraft crashed into the desert 20 minutes after taking off. The aircraft made contact with ATC during the climb but failed to make a scheduled report an hour later. Detonation of an explosive device placed in hand luggage in the cabin on the port side just above the wing.,November,1966,22,,
1855,19:20,"Bayfield, Colorado",Trans Colorado AL / Continental Express,"Denver, CO - Durango, CO",Swearingen SA.227AC Metro,17   (passengers:15  crew:2),9   (passengers:7  crew:2),"The aircraft crashed while attempting to land in adverse weather conditions five miles short of the runway.  The captain choose a direct VOR/DME approach instead of the safer ILS. The copilot lacked the ability to land the tricky approach. The pilot who was not flying the plane, did not observe the copilot was flying a too steep of an approach. The NTSB isssued a report that stated that the captain was a heavy user of cocaine and traces were found in his blood and urine.",January,1988,19,37.2255593,-107.5981123
40,02:05,"Near Beauvais, France",Military - British Air Ministry,"Cardington, England - Karachi, Pakistan",Royal Airship Works R-101,54   (passengers:?  crew:?),48   (passengers:?  crew:?),"The airship was on its inaugural flight from Cardington, England to Karachi, (Pakistan). During a storm on the first night, it suddenly nosedived, leveled briefly, then dived again crashing and burning. Preparations had been rushed for political reasons and there had been no full-speed test flight. In the wind and rain, the outer cover split open at the front so that the two forward gasbags ruptured simultaneously. Dropping ballast raised the nose, but only because there was also dynamic lift, which was promptly lost as speed was reduced, presumably to save the remaining gasbags.",October,1930,5,44.9692566,-93.3279082
2773,14:40,"Off Miami Beach, Florida",Chalk's Ocean Airways,"Miami, Florida - Bimini, Bahamas",Grumman G73T Turbo Mallard,20   (passengers:18  crew:2),20   (passengers:18  crew:2),"The seaplane crashed off Miami Beach next to a jetty as it was taking off. There was an explosion and fire and the right wing separated prior to the plane impacting the water. Examination of the wreckage revealed fatigue cracks in the right wing. The failure of Chalk's Ocean Airways' maintenance program to identify and properly repair fatigue cracks in the wing, and the failure of the FAA to detect and correct deficiencies in the company's maintenance program. Although a 16-inch crack in the wing had been patched, a more significant flaw in a nearby support beam hadn't been repaired. The carrier had no record of patching the crack.",December,2005,19,25.7929198,-80.1353006
2704,16:28,"Near Maracay, Venezuela",Military - Venezuelan Air Force,La Orchila Air Base - Maracay,Shorts 360,25   (passengers:22  crew:3),25   (passengers:22  crew:3),"Air traffic controllers lost contact with the plane as it was returning from the Caribbean island of La Orchila and descending through 9,500 ft. The plane crashed in a mountainous region of northeastern Venezuela in thunderstorms. The plane was carrying a mixture of military and civilian passengers.",August,2004,21,,
1326,13:47,"Galveston, Texas",Houston Metro Airlines,"Galveston, TX - Houston, TX",Beechcraft 99,12   (passengers:10  crew:2),6   (passengers:5  crew:1),Crashed during takeoff. Inadequate preflight preparation and planning. Lack of familarity with aircraft.  Misused  flaps. Gust lock engaged.,April,1974,30,29.299328,-94.7945882
1713,c 08:30,Off  Bimini,State Airlines,Ft. Lauderdale - Bimini,Cessna 402B,6   (passengers:5  crew:1),6   (passengers:5  crew:1),"Slowed to 90 knts and soon after began to descent at 5,400 fpm and disappeared from radar and crashed into the sea. The wreckage was never found.",March,1984,31,23.69106245,-79.9433552271828
1670,22:40,"Cullman, Alabama",Air Taxi -Central American International,"Cullman, AL - Louisville, KY",Beechcraft 95-B55,2   (passengers:1  crew:1),2   (passengers:1  crew:1),"After takeoff from Runway 1, the aircraft was observed to climb in a steep attitude into the clouds. The aircraft crashed in a near vertical attitude about 3/4 mi from the runway on a bearing of 050 degrees. Reason for occurrence undetermined.",November,1982,23,34.1335332,-86.8779268
1714,01:45,"Chalkhill, Pennsylvania",Zantop International Airlines,Baltimore - Detroit,Lockheed L-188AF Electra,4   (passengers:1  crew:3),4   (passengers:1  crew:3),"The cargo aircraft's entry into an unusual attitude and the inability of the flight crew to analyze the flight condition before there was a complete loss of control. Although the precise reason for the loss of control was not identified, an undetermined failure of a component in the No.2 vertical gyro system, perhaps involving the amplifier and associated circuitry, probably contributed to the cause of the accident by incorrectly processing data to the co-pilot's approach horizon. The inflight structural failure of the aircraft was due to overload.",May,1984,30,39.8442426,-79.6167092
2263,09:00,"Near Kanda, India",Archana Airlines,Delhi - Shimla - Kulu,Let 410,9   (passengers:6  crew:3),9   (passengers:6  crew:3),The aircraft flew into a Bandi Hill while descending inbound to Kulu in heavy fog.,July,1996,11,,
1880,17:42,"Reykjavik, Iceland",Geoterrex,"Narsarsuaq, Greenland - Reykjavik, Iceland",CASA 212 Aviocar 200,3   (passengers:0  crew:3),3   (passengers:0  crew:3),"The plane, on a positioning flight entered a steep right turn, nosed down and crashd short of the runway. Loss of control by the crew because of large fluctuations in the power output of the right engine caused by the shift of an incorrectly installed speeder spring in the right propeller governor.",August,1988,2,64.145981,-21.9422367
2817,02:00,"Cajon Pass, California",Air ambulance - Mercy Air Services,Loma Linda - Victorville,Bell 412,3   (passengers:0  crew:3),3   (passengers:0  crew:3),"The air ambulance crashed on a repositioning flight from Loma Linda Medical Center to its home base in Victorville. The pilot and two crew members were killed. No patients were aboard. The pilot's inadvertent encounter with instrument meteorological conditions and subsequent failure to maintain terrain clearance. Contributing to the accident were the dark night conditions, fog, and mountainous terrain.",December,2006,10,34.3251973,-117.4282749
2205,19:57,"Alice Springs, Australia",IAI 1124 Westwind,Tindal - Alice Springs,Pel Air,3   (passengers:1  crew:2),3   (passengers:1  crew:2),The aircraft struck high ground while attempting to land at Alice Springs after descending below mimimum descent altitude.,April,1995,27,-23.6983884,133.8812885
596,02:40,"Near Cairo, Egypt",Transport Aerien Intercontinentaux (France),Saigon - Paris,Douglas DC-6B,64   (passengers:55  crew:9),52   (passengers:49  crew:3),The flight crashed while on approach 18 miles SE of Cairo.  Pilot's inexperience in ILS approaches.  Improper approach.  Crew error. Crew fatigue.,February,1956,20,,
1892,14:20,"Wurtsmith AFB, Michigan",Military - U.S. Air Force,Sawyer AFB - Wurtsmith AFB,Boeing KC-135A,17   (passengers:0  crew:17),6   (passengers:0  crew:6),Crashed after returning from Sawyer AFB in Michigan.,October,1988,11,,
262,10:00,"near Craigavad, Northern Ireland",Railway Air Services Ltd.,Liverpool - Belfast,de Hvilland 89A Dragon Rapide,6   (passengers:4  crew:2),6   (passengers:4  crew:2),Crashed 5 miles north northeast of belfast while attempting to land in advese weather. Pilot error. The pilot failed to maintain a course necessary to avoid higher terrain.,April,1946,1,,
2158,18:43,"Charlotte, North Carolina",USAir,"Columbia, SC - Charlotte, NC",McDonnell Douglas DC-9-30,57   (passengers:52  crew:5),37   (passengers:37  crew:0),The aircraft crashed into trees and a private residence after a  missed approach during adverse weather conditions. Microburst induced windshear. Crew's inability to recognize windshear and microburst conditions.  The flightcrew's decision to continue an approach into severe convective activity that was conducive to a microburst. The flightcrew's failure to recognize a windshear situation in a timely manner. The flightcrew's failure to establish and maintain the proper airplane attitude and thrust setting necessary to escape the windshear. The lack of real-time adverse weather and windshear hazard information dissemination from air traffic control.,July,1994,2,35.2270869,-80.8431268
824,21:21,"Near Unionville, Missouri",Continental Airlines,"Chicago - Kansas City, MO",Boeing B-707-124,45   (passengers:37  crew:8),45   (passengers:37  crew:8),"While en route from Chicago to Kansas City the airliner fell from FL 390 and crashed 6 miles north-northwest of Unionville, Missouri after an explosion aboard caused separation of the tail section. Detonation of a dynamite bomb in the right rear lavatory in the towel bin under the wash basin. This is the first case of sabotage on a commercial jet airliner. The bomb was believed to have been carried aboard by a passenger in a suicide-for-insurance plot. It was alleged Thomas Doty, recently arrested for armed robery, and insured for $300,00 put together the dynamite bomb and placed it in the lavatory.",May,1962,22,,
2248,19:00,"Near Jabal Awliya, Sudan",Military - Sudanese Air Force,El Obeid - Khartoum,Lockheed C-130H,91   (passengers:85  crew:6),91   (passengers:85  crew:6),Crashed SW of Khartoum while attempting an emergency landing after reporting an in-flight out of control fire.,February,1996,26,,
927,08:04,"Off Tangier, Morocco",Iberia Airlines,Malaga - Tangiers,Convair CV-440-62,53   (passengers:48  crew:5),50   (passengers:45  crew:5),Stalled and crashed into the sea 10 nm off the coast of Tangier. Reason unknown.,March,1965,31,35.777103,-5.803792
810,10:50,"Old Harbor, Kodiak Island, Alaska",Kodiak Airways,Old Harbor - Kaguyak,Grumman G-21A Goose,5   (passengers:4  crew:1),1   (passengers:1  crew:0),"Crashed shortly after initial lift-off while making a water takeoff from Old Harbor. Improperly executed takeoff  
which resulted in an inadvertent descent into the water. This produced a high-speed low-angle porpoising from which the pilot was unable to recover.",December,1961,24,57.2028038,-153.305651
